idx,AirGap_pred,AirGap_gt,err
353,698.67676,651.0,47.676758
354,696.61865,651.0,45.618652
355,697.83044,651.0,46.830444
356,697.8707,651.0,46.870728
357,698.30096,651.0,47.300964
358,697.8602,651.0,46.86023
359,698.4352,651.0,47.43518
360,696.55475,651.0,45.55475
361,698.01483,651.0,47.01483
362,697.54553,651.0,46.545532
363,697.97516,651.0,46.97516
364,699.218,651.0,48.218018
365,698.14276,652.0,46.14276
366,697.6791,651.0,46.679077
367,697.5495,651.0,46.5495
368,696.32294,651.0,45.322937
369,698.6194,651.0,47.619385
370,697.9654,651.0,46.965393
371,699.24805,651.0,48.248047
372,698.4512,651.0,47.45117
373,697.82733,651.0,46.82733
374,696.69543,651.0,45.695435
375,697.59045,651.0,46.590454
376,696.3878,650.0,46.387817
377,699.12994,651.0,48.129944
378,699.0305,652.0,47.030518
379,697.8879,652.0,45.88788
380,696.8082,651.0,45.808228
381,696.9174,651.0,45.91742
382,697.8008,650.0,47.80078
383,698.4776,650.0,48.4776
384,696.42316,650.0,46.423157
385,698.9518,652.0,46.951782
386,698.52496,651.0,47.524963
387,697.36365,651.0,46.363647
388,696.699,651.0,45.698975
389,697.58844,650.0,47.58844
390,697.6414,651.0,46.64142
391,698.9952,652.0,46.99518
392,697.42426,652.0,45.424255
393,699.23267,651.0,48.232666
394,699.22974,651.0,48.229736
395,696.7596,650.0,46.759583
396,696.511,651.0,45.510986
397,698.5282,651.0,47.5282
398,699.1303,651.0,48.13031
399,699.00836,651.0,48.00836
400,696.9238,651.0,45.92383
401,698.7447,651.0,47.74469
402,699.3552,651.0,48.355225
403,698.0828,651.0,47.082825
404,698.1004,651.0,47.100403
405,699.79724,652.0,47.79724
406,699.97296,651.0,48.97296
407,699.28174,651.0,48.28174
408,697.7767,651.0,46.776672
409,699.241,650.0,49.241028
410,700.7279,650.0,50.727905
411,699.1184,652.0,47.11841
412,698.88367,652.0,46.883667
413,699.80853,651.0,48.808533
414,699.91644,651.0,48.916443
415,699.54114,651.0,48.541138
416,697.724,651.0,46.724
417,699.5886,651.0,48.588623
418,700.80707,651.0,49.807068
419,698.5061,651.0,47.506104
420,698.7451,651.0,47.745117
421,699.6186,650.0,49.61859
422,700.0756,651.0,49.075623
423,699.03046,651.0,48.030457
424,697.66095,650.0,47.66095
425,699.83636,652.0,47.836365
426,700.3379,651.0,49.33789
427,697.08215,651.0,46.082153
428,697.20593,651.0,46.205933
429,699.2225,650.0,49.222473
430,700.2639,651.0,49.263916
431,699.25653,651.0,48.25653
432,697.23193,651.0,46.231934
433,698.2854,651.0,47.2854
434,700.007,651.0,49.00702
435,696.1563,650.0,46.15631
436,696.9769,650.0,46.97693
437,699.4611,651.0,48.46112
438,700.13043,652.0,48.130432
439,698.4225,652.0,46.422485
440,696.80383,651.0,45.803833
441,697.9347,651.0,46.934692
442,698.7462,651.0,47.746216
443,696.7017,651.0,45.70172
444,697.0515,651.0,46.051514
445,699.6632,651.0,48.663208
446,699.09033,651.0,48.090332
447,697.8209,651.0,46.820923
448,696.4023,650.0,46.402283
449,697.9825,651.0,46.982483
450,699.233,650.0,49.23297
451,696.8336,651.0,45.83362
452,697.5327,651.0,46.532715
453,698.52966,651.0,47.529663
454,699.1665,651.0,48.166504
455,696.2884,651.0,45.28839
456,695.6753,651.0,44.675293
457,698.26654,651.0,47.26654
458,699.17474,651.0,48.174744
459,696.1549,651.0,45.154907
460,695.8615,651.0,44.86151
461,697.9121,651.0,46.91211
462,698.239,650.0,48.239014
463,698.1253,651.0,47.125305
464,696.6314,651.0,45.63141
465,698.8273,651.0,47.82727
466,698.8064,651.0,47.806396
467,695.90845,651.0,44.908447
468,695.5984,650.0,45.59839
469,698.0105,650.0,48.010498
470,699.3795,650.0,49.379517
471,697.63855,651.0,46.63855
472,696.1038,651.0,45.10382
473,697.91455,651.0,46.91455
474,698.43427,651.0,47.434265
475,696.7112,650.0,46.71118
476,696.6591,650.0,46.65912
477,699.6566,651.0,48.656616
478,700.3723,651.0,49.372314
479,699.0354,651.0,48.0354
