idx,AirGap_pred,AirGap_gt,err
871,696.48285,649.0,47.48285
872,695.7445,649.0,46.744507
873,695.5555,648.0,47.55548
874,697.5496,648.0,49.54962
875,696.3452,648.0,48.345215
876,694.91907,648.0,46.919067
877,696.57446,648.0,48.574463
878,697.75446,650.0,47.754456
879,696.9022,649.0,47.90222
880,695.043,648.0,47.04303
881,694.69434,648.0,46.694336
882,697.96704,648.0,49.96704
883,697.1095,647.0,50.109497
884,696.1041,649.0,47.104126
885,696.9283,648.0,48.928284
886,696.3098,648.0,48.309814
887,695.2699,648.0,47.269897
888,695.5884,647.0,48.58838
889,695.87146,648.0,47.87146
890,698.32587,648.0,50.325867
891,696.9651,649.0,47.965088
892,695.958,649.0,46.958008
893,696.11597,648.0,48.115967
894,695.9225,648.0,47.922485
895,695.7727,648.0,47.772705
896,695.40546,648.0,47.405457
897,696.0287,648.0,48.028687
898,698.29333,648.0,50.293335
899,696.40356,648.0,48.403564
900,695.1738,648.0,47.17383
901,695.1434,648.0,47.14337
902,696.0386,648.0,48.038574
903,695.339,648.0,47.33899
904,695.562,648.0,47.56201
905,695.8638,649.0,46.86377
906,697.8588,649.0,48.858826
907,695.528,648.0,47.528015
908,695.94366,648.0,47.943665
909,696.03766,648.0,48.03766
910,696.8865,648.0,48.886475
911,696.23346,648.0,48.23346
912,695.19165,648.0,47.19165
913,694.8725,648.0,46.872498
914,696.6455,648.0,48.645508
915,695.7417,647.0,48.7417
916,696.82324,648.0,48.823242
917,696.44977,648.0,48.449768
918,696.6972,650.0,46.697205
919,694.4907,648.0,46.490723
920,694.3434,648.0,46.343384
921,694.8322,648.0,46.832214
922,697.00745,647.0,50.007446
923,696.41754,647.0,49.41754
924,696.09424,649.0,47.09424
925,695.594,648.0,47.593994
926,695.8752,648.0,47.875183
927,695.1374,648.0,47.13739
928,694.35394,648.0,46.353943
929,694.9867,648.0,46.986694
930,698.0972,647.0,51.09723
931,695.9637,649.0,46.963684
932,696.4198,648.0,48.4198
933,696.1803,648.0,48.180298
934,696.51874,648.0,48.518738
935,694.3285,647.0,47.32849
936,695.8551,647.0,48.855103
937,696.7788,647.0,49.77881
938,698.6453,648.0,50.645325
939,696.7779,648.0,48.777893
940,696.2333,648.0,48.233276
941,695.27216,648.0,47.272156
942,696.5416,647.0,49.541626
943,696.3269,648.0,48.326904
944,696.7609,649.0,47.760925
945,696.6312,649.0,47.631226
946,698.4422,648.0,50.4422
947,695.74866,648.0,47.748657
948,696.51544,647.0,49.51544
949,696.7423,648.0,48.74231
950,697.95483,648.0,49.954834
951,696.5585,648.0,48.55847
952,696.6615,648.0,48.6615
953,696.50476,648.0,48.50476
954,698.7501,648.0,50.750122
955,697.4175,647.0,50.41748
956,697.5341,647.0,50.53412
957,697.2874,648.0,49.287415
958,698.5591,649.0,49.559082
959,697.50037,648.0,49.500366
960,696.3788,648.0,48.378784
961,696.4203,648.0,48.420288
962,698.89703,648.0,50.897034
963,697.7616,647.0,50.761597
964,696.853,648.0,48.853027
965,697.31244,648.0,49.31244
966,697.38745,648.0,49.38745
967,696.67834,648.0,48.678345
968,696.87054,648.0,48.870544
969,697.0685,648.0,49.06848
970,700.63135,648.0,52.631348
971,699.1619,649.0,50.161926
972,697.21356,648.0,49.213562
973,696.9712,648.0,48.97119
974,697.87775,648.0,49.877747
975,697.5648,647.0,50.56482
976,697.41943,647.0,50.419434
977,697.6178,647.0,50.617798
978,700.0837,648.0,52.08368
979,697.6825,648.0,49.682495
980,696.1645,648.0,48.16449
981,696.471,648.0,48.47101
982,696.8258,648.0,48.825806
983,697.648,648.0,49.64801
984,697.88684,648.0,49.88684
985,697.4309,649.0,48.43091
986,699.9673,648.0,51.967285
987,698.2877,648.0,50.28772
988,696.3998,647.0,49.39978
989,697.0224,648.0,49.0224
990,699.01056,647.0,52.01056
991,698.2024,649.0,49.202393
992,698.12866,648.0,50.128662
993,697.2193,648.0,49.2193
994,699.04944,648.0,51.04944
995,698.07855,648.0,50.078552
996,697.37665,648.0,49.376648
997,697.8678,648.0,49.867798
998,698.70557,649.0,49.705566
999,697.7008,648.0,49.700806
1000,698.8557,648.0,50.855713
1001,696.96344,648.0,48.96344
1002,698.8336,647.0,51.83362
1003,699.9884,648.0,51.988403
1004,698.76416,649.0,49.76416
1005,698.4082,648.0,50.408203
1006,697.8925,648.0,49.892517
1007,697.50104,648.0,49.501038
1008,698.29,648.0,50.289978
1009,697.45746,648.0,49.45746
1010,699.36127,648.0,51.361267
1011,698.9443,649.0,49.944275
1012,698.33813,648.0,50.338135
1013,696.4008,648.0,48.400818
1014,696.3187,648.0,48.318726
1015,695.9137,647.0,48.913696
1016,699.60626,648.0,51.606262
1017,697.5774,647.0,50.577393
1018,699.9292,648.0,51.9292
1019,698.14484,648.0,50.144836
1020,698.06903,648.0,50.06903
1021,696.53864,648.0,48.538635
1022,697.01904,648.0,49.019043
1023,697.9103,648.0,49.91028
1024,699.06067,648.0,51.06067
1025,697.9089,649.0,48.908875
1026,698.7603,649.0,49.760315
1027,697.2811,648.0,49.281128
1028,697.8189,648.0,49.81891
1029,696.7046,647.0,49.70459
1030,696.68726,647.0,49.687256
1031,697.3072,649.0,48.30719
1032,699.0045,648.0,51.004517
1033,695.978,648.0,47.978027
1034,698.33215,648.0,50.332153
1035,697.6992,647.0,50.69922
1036,697.867,648.0,49.867004
1037,696.7954,648.0,48.79541
1038,696.5798,649.0,47.579773
1039,696.44586,648.0,48.44586
1040,697.50415,648.0,49.50415
1041,696.21796,648.0,48.217957
1042,698.63763,648.0,50.637634
1043,697.64166,648.0,49.641663
1044,697.67554,648.0,49.675537
1045,696.4612,648.0,48.46118
1046,694.7986,648.0,46.798584
1047,695.48737,649.0,46.487366
1048,696.91235,648.0,48.912354
1049,694.68695,648.0,46.68695
1050,698.5274,648.0,50.527405
1051,697.8507,649.0,48.850708
1052,697.27313,649.0,48.273132
1053,695.5233,648.0,47.523315
1054,694.8192,648.0,46.819214
1055,695.7143,647.0,48.714294
1056,696.3551,648.0,48.355103
1057,695.6433,648.0,47.64331
1058,699.2973,649.0,50.297302
1059,696.48047,648.0,48.48047
1060,695.6368,648.0,47.63678
1061,695.0311,648.0,47.031128
1062,694.881,648.0,46.88098
1063,696.77527,648.0,48.77527
1064,697.46893,648.0,49.468933
1065,696.01715,649.0,47.01715
1066,698.55273,649.0,49.552734
1067,697.2548,648.0,49.25482
1068,696.1844,648.0,48.184387
1069,695.7983,648.0,47.79828
1070,695.6637,648.0,47.663696
1071,697.3014,649.0,48.30139
1072,696.7964,649.0,47.796387
1073,695.62006,649.0,46.620056
1074,698.1238,648.0,50.12378
1075,696.20074,648.0,48.200745
1076,696.4952,648.0,48.49518
1077,696.0887,648.0,48.088684
1078,695.3506,650.0,45.350586
1079,697.2012,648.0,49.20117
1080,695.99664,648.0,47.996643
1081,695.66125,648.0,47.661255
1082,698.99133,648.0,50.991333
1083,697.25305,648.0,49.25305
1084,696.6513,648.0,48.651306
1085,696.2435,648.0,48.24353
1086,695.2138,649.0,46.213806
1087,696.28326,648.0,48.283264
1088,695.62683,648.0,47.62683
1089,695.3353,648.0,47.335327
1090,698.39996,648.0,50.399963
1091,697.6276,649.0,48.627625
1092,697.2606,650.0,47.26062
1093,695.26904,649.0,46.269043
1094,694.6144,648.0,46.61438
1095,696.4841,648.0,48.48407
1096,696.04565,648.0,48.045654
1097,695.807,648.0,47.807007
1098,697.8998,649.0,48.89978
1099,697.2012,649.0,48.20117
1100,695.85754,649.0,46.857544
1101,695.193,648.0,47.192993
1102,695.61523,649.0,46.615234
1103,697.50116,648.0,49.50116
1104,696.2989,650.0,46.29889
1105,695.24695,650.0,45.24695
1106,697.3994,649.0,48.399414
1107,695.9108,649.0,46.910828
1108,696.6101,647.0,49.610107
1109,695.11,648.0,47.109985
1110,694.86633,648.0,46.866333
1111,696.04474,649.0,47.04474
1112,695.66644,650.0,45.666443
1113,694.0878,649.0,45.08783
1114,695.77954,649.0,46.77954
1115,694.5544,648.0,46.554382
1116,696.39044,648.0,48.39044
1117,695.26526,648.0,47.26526
1118,695.11,650.0,45.109985
1119,695.1767,648.0,47.176697
1120,693.1868,648.0,45.18683
1121,692.8649,648.0,44.86493
1122,695.19434,648.0,47.194336
1123,695.1561,648.0,47.156128
1124,694.7566,650.0,44.75659
1125,695.26587,650.0,45.26587
1126,694.02106,650.0,44.021057
1127,694.13354,650.0,44.133545
1128,693.2687,648.0,45.268677
1129,692.92633,648.0,44.92633
1130,695.9037,648.0,47.903687
1131,694.99243,650.0,44.99243
1132,694.8869,650.0,44.8869
1133,694.2046,649.0,45.20459
1134,693.9816,648.0,45.98163
1135,694.3382,648.0,46.338196
1136,694.1002,648.0,46.10022
1137,692.9514,648.0,44.951416
1138,695.7218,650.0,45.7218
1139,694.86035,650.0,44.86035
1140,694.57965,650.0,44.57965
1141,694.963,649.0,45.963013
1142,694.4056,648.0,46.40558
1143,695.2921,648.0,47.292114
1144,695.3116,650.0,45.311584
1145,694.7014,650.0,44.701416
1146,696.7217,650.0,46.72168
1147,694.38025,648.0,46.38025
1148,694.59393,648.0,46.593933
1149,695.6537,648.0,47.653687
1150,696.3354,649.0,47.33539
1151,696.855,650.0,46.85498
1152,695.3242,650.0,45.32422
1153,693.7119,650.0,43.711914
1154,695.58826,650.0,45.588257
1155,695.7934,648.0,47.793396
1156,696.77014,648.0,48.77014
1157,696.5223,649.0,47.522278
1158,696.21655,650.0,46.216553
1159,696.2799,650.0,46.279907
1160,694.9321,650.0,44.93213
1161,693.8856,648.0,45.88562
1162,696.251,648.0,48.250977
1163,696.18085,649.0,47.180847
1164,696.3699,649.0,47.369873
1165,696.6856,650.0,46.685608
1166,696.49646,650.0,46.49646
1167,696.12885,650.0,46.128845
1168,694.9409,649.0,45.940918
1169,694.18835,649.0,45.188354
1170,697.2577,649.0,48.25769
1171,697.3025,650.0,47.30249
1172,696.6419,650.0,46.641907
1173,696.6643,650.0,46.664307
1174,696.14844,649.0,47.148438
1175,696.36505,649.0,47.36505
1176,696.0311,648.0,48.031128
1177,695.27094,650.0,45.270935
1178,697.5114,650.0,47.511414
1179,696.9987,650.0,46.99872
1180,696.34766,650.0,46.347656
1181,696.4911,650.0,46.49109
1182,697.52106,649.0,48.521057
1183,698.2484,648.0,50.248413
1184,697.39246,650.0,47.392456
1185,695.4583,650.0,45.458313
1186,697.73395,650.0,47.733948
1187,697.75616,650.0,47.756165
1188,696.6678,648.0,48.667786
1189,697.40466,649.0,48.404663
1190,698.2443,650.0,48.244324
1191,698.0243,650.0,48.024292
1192,697.6484,650.0,47.648376
1193,695.03357,650.0,45.03357
1194,697.69836,650.0,47.698364
1195,698.68427,649.0,49.684265
1196,697.8137,648.0,49.81372
1197,698.19226,650.0,48.19226
1198,698.9962,650.0,48.996216
1199,698.36786,650.0,48.36786
1200,696.77606,650.0,46.776062
1201,694.9401,648.0,46.940125
1202,697.895,649.0,48.89502
1203,699.34607,650.0,49.34607
1204,698.43677,650.0,48.436768
1205,698.0241,651.0,47.02411
1206,698.43896,650.0,48.438965
1207,697.77527,650.0,47.77527
1208,696.87573,649.0,47.875732
1209,696.4647,649.0,47.46472
1210,698.6576,650.0,48.657593
1211,699.6777,650.0,49.677673
1212,698.0179,650.0,48.017883
1213,697.3188,650.0,47.318787
1214,697.07404,649.0,48.074036
1215,697.5289,649.0,48.52887
1216,697.5213,648.0,49.5213
1217,697.20233,650.0,47.20233
1218,699.4092,650.0,49.40918
1219,699.6554,650.0,49.655396
1220,697.5372,650.0,47.53717
1221,697.0154,650.0,47.01538
1222,697.3902,649.0,48.390198
1223,698.3158,650.0,48.315796
1224,698.2907,650.0,48.29071
1225,697.08936,650.0,47.089355
1226,697.977,650.0,47.97699
1227,698.8523,650.0,48.852295
1228,697.6393,649.0,48.639282
1229,696.8754,650.0,46.875427
1230,697.5518,650.0,47.55182
1231,699.33575,650.0,49.335754
1232,698.39154,651.0,47.39154
1233,697.3584,650.0,47.3584
1234,698.08466,650.0,48.084656
1235,698.9876,649.0,49.98761
1236,698.25226,650.0,48.25226
1237,698.4877,650.0,48.48767
1238,698.18933,651.0,47.18933
1239,698.4839,650.0,48.483887
1240,698.449,650.0,48.448975
1241,697.0957,649.0,48.095703
1242,697.5264,650.0,47.52643
1243,699.0302,650.0,49.030212
1244,699.1886,650.0,49.1886
1245,698.3769,651.0,47.376892
1246,697.7159,650.0,47.71588
1247,697.8237,650.0,47.82373
1248,698.4221,649.0,49.42212
1249,697.5935,649.0,48.593506
1250,697.8216,650.0,47.821594
1251,699.78,650.0,49.78003
1252,698.8818,650.0,48.881775
1253,698.0051,650.0,48.005127
1254,696.61115,650.0,46.611145
1255,697.83264,650.0,47.83264
1256,699.1909,650.0,49.190918
1257,698.4378,650.0,48.437805
1258,697.7435,651.0,46.74353
1259,697.80975,650.0,47.809753
1260,698.1655,650.0,48.165527
1261,697.25104,649.0,48.251038
1262,696.8959,650.0,46.895874
1263,698.84174,650.0,48.841736
1264,699.64294,650.0,49.642944
1265,698.4722,651.0,47.47223
1266,697.8924,650.0,47.892395
1267,697.7511,651.0,46.7511
1268,698.45746,649.0,49.45746
1269,697.2816,650.0,47.281616
1270,697.4269,650.0,47.42688
1271,698.67224,651.0,47.67224
1272,699.52344,651.0,48.523438
1273,697.9768,650.0,47.976807
1274,696.1306,650.0,46.130615
1275,697.1561,649.0,48.156128
1276,698.4617,650.0,48.46167
1277,697.2916,651.0,46.291626
1278,697.88196,651.0,46.881958
1279,698.0647,651.0,47.064697
1280,698.9342,650.0,48.934204
1281,697.2602,651.0,46.260193
1282,697.19666,650.0,47.196655
1283,698.98676,650.0,48.986755
1284,699.1136,650.0,49.113586
1285,697.05994,651.0,46.059937
1286,696.5051,651.0,45.505127
1287,697.071,650.0,47.070984
1288,699.03687,649.0,50.036865
1289,698.35376,650.0,48.35376
1290,697.29895,650.0,47.29895
1291,698.42456,652.0,46.42456
1292,698.366,651.0,47.366028
1293,695.9994,651.0,44.99939
1294,696.9043,651.0,45.904297
1295,698.05194,650.0,48.05194
1296,699.9132,651.0,48.913208
1297,697.87085,650.0,47.87085
1298,698.0366,651.0,47.03662
1299,699.32947,651.0,48.329468
1300,698.0098,650.0,48.009827
1301,696.42847,649.0,47.428467
1302,697.1533,650.0,47.15332
1303,698.9792,651.0,47.979187
1304,700.42395,650.0,50.42395
1305,698.1467,651.0,47.14673
1306,697.6411,651.0,46.641113
1307,698.47437,651.0,47.474365
1308,697.4821,650.0,47.482117
1309,695.6319,650.0,45.631897
1310,698.5145,651.0,47.514526
1311,699.75305,651.0,48.75305
1312,700.2112,651.0,49.21118
1313,696.6555,650.0,46.655518
1314,697.6776,650.0,47.677612
1315,699.5088,650.0,49.50879
1316,698.85864,650.0,48.858643
1317,696.38403,651.0,45.384033
1318,698.2609,652.0,46.260925
1319,699.1083,651.0,48.108276
1320,699.0157,651.0,48.015686
1321,696.6266,651.0,45.626587
1322,697.75684,651.0,46.756836
1323,699.9266,650.0,49.926575
1324,698.78033,652.0,46.780334
1325,696.3373,651.0,45.33728
1326,698.56744,651.0,47.567444
1327,698.4814,651.0,47.481384
1328,699.0922,649.0,50.092224
1329,697.3386,650.0,47.338623
1330,698.5825,651.0,47.58252
1331,700.0738,651.0,49.07379
1332,698.3276,651.0,47.327576
1333,695.32465,651.0,44.324646
1334,697.70483,651.0,46.704834
1335,698.721,650.0,48.72101
1336,699.7074,651.0,48.707397
1337,697.9685,651.0,46.968506
1338,698.8299,652.0,46.829895
1339,699.31445,651.0,48.314453
1340,697.12494,651.0,46.12494
1341,695.4888,650.0,45.48877
1342,698.5197,650.0,48.519714
1343,698.91254,651.0,47.912537
1344,699.9433,652.0,47.9433
1345,697.39734,651.0,46.39734
1346,698.0093,651.0,47.009277
1347,698.16425,651.0,47.164246
1348,697.61975,651.0,46.61975
1349,695.61707,651.0,44.617065
1350,699.09326,651.0,48.09326
1351,698.85266,652.0,46.85266
1352,698.4977,651.0,47.49768
1353,697.6898,650.0,47.68982
1354,698.03613,651.0,47.036133
1355,698.7256,651.0,47.725586
1356,698.4043,651.0,47.404297
1357,696.07025,651.0,45.07025
1358,699.8233,651.0,48.823303
1359,697.9289,651.0,46.928894
1360,697.8597,651.0,46.85968
1361,697.82263,651.0,46.82263
1362,697.70764,650.0,47.70764
1363,699.37317,651.0,48.37317
1364,699.01294,651.0,48.01294
1365,696.9417,651.0,45.94171
1366,699.27515,651.0,48.275146
1367,698.1885,651.0,47.188477
1368,698.42944,651.0,47.429443
1369,698.1009,651.0,47.10089
1370,699.0112,651.0,48.01123
1371,700.1016,652.0,48.101624
1372,698.6958,651.0,47.6958
1373,696.7111,651.0,45.71112
1374,699.484,651.0,48.48401
1375,697.4485,651.0,46.448486
1376,698.0315,651.0,47.031494
1377,699.7725,651.0,48.772522
1378,699.5344,651.0,48.534424
1379,699.7011,651.0,48.70111
1380,698.5086,651.0,47.508606
1381,696.74255,651.0,45.742554
1382,699.2026,651.0,48.202576
1383,698.5614,651.0,47.5614
1384,699.56116,652.0,47.561157
1385,699.3157,652.0,47.315674
1386,698.104,653.0,45.104004
1387,698.69696,651.0,47.69696
1388,698.5257,650.0,48.525696
1389,697.5039,651.0,46.503906
1390,698.9465,651.0,47.946472
1391,697.3152,652.0,45.315186
1392,697.4422,651.0,46.4422
1393,699.18866,651.0,48.18866
1394,696.33203,651.0,45.33203
1395,697.3374,651.0,46.337402
1396,699.3156,651.0,48.315613
1397,698.20233,652.0,46.20233
1398,699.09485,652.0,47.09485
1399,697.2662,652.0,45.266174
1400,698.3496,651.0,47.34961
1401,699.18066,651.0,48.180664
1402,696.73303,651.0,45.733032
1403,698.3933,650.0,48.39331
1404,699.9879,652.0,47.987915
1405,697.41833,653.0,44.418335
1406,697.3079,651.0,46.307922
1407,696.01685,652.0,44.016846
1408,697.901,651.0,46.901
1409,699.9075,651.0,48.90747
1410,697.2874,651.0,46.287415
1411,699.1313,653.0,46.131287
1412,699.989,652.0,47.989014
1413,697.62964,651.0,46.62964
1414,697.76685,651.0,46.766846
1415,697.02515,650.0,47.025146
1416,699.5888,651.0,48.588806
1417,700.61395,652.0,48.613953
1418,698.00586,652.0,46.00586
1419,698.5398,652.0,46.539795
1420,699.3429,652.0,47.342896
1421,697.5887,651.0,46.588684
1422,697.4326,651.0,46.432617
1423,698.0827,651.0,47.082703
1424,699.6078,652.0,47.607788
1425,700.6282,653.0,47.628174
1426,697.09033,652.0,45.090332
1427,697.95325,651.0,46.953247
1428,699.92535,651.0,48.925354
1429,697.3352,651.0,46.335205
1430,699.07324,652.0,47.073242
1431,699.3785,652.0,47.37848
1432,700.22766,652.0,48.22766
1433,700.02954,653.0,47.02954
1434,696.2603,652.0,44.260315
1435,697.56476,651.0,46.56476
1436,700.3533,651.0,49.35327
1437,697.88257,652.0,45.88257
1438,698.10315,653.0,45.10315
1439,698.1806,652.0,46.180603
1440,699.60547,651.0,48.60547
1441,699.3385,651.0,48.3385
1442,697.0156,651.0,46.015625
1443,698.8811,651.0,47.881104
1444,701.26416,653.0,48.26416
1445,698.225,653.0,45.224976
1446,698.8641,652.0,46.864075
1447,699.3741,653.0,46.374084
1448,700.5458,651.0,49.545776
1449,699.6255,651.0,48.62549
1450,698.4065,652.0,46.406494
1451,699.9806,653.0,46.98059
1452,700.67377,652.0,48.673767
1453,697.4551,651.0,46.45508
1454,698.1763,651.0,47.17627
1455,699.85223,652.0,47.852234
1456,701.79236,651.0,50.79236
1457,700.6422,652.0,48.642212
1458,698.7073,653.0,45.707275
1459,700.01215,653.0,47.012146
1460,701.2212,652.0,49.22119
1461,698.198,652.0,46.197998
1462,699.7904,651.0,48.790405
1463,701.57574,651.0,50.575745
1464,702.95483,653.0,49.954834
1465,700.16077,653.0,47.160767
1466,698.93414,651.0,47.934143
1467,700.3946,652.0,48.394592
1468,700.5597,651.0,49.559692
1469,699.10925,651.0,48.109253
1470,699.91724,652.0,47.917236
1471,701.28735,653.0,48.287354
1472,702.09094,653.0,49.090942
1473,699.2523,653.0,46.25232
1474,698.4142,652.0,46.414185
1475,699.6581,652.0,47.65808
1476,701.05054,651.0,50.050537
1477,699.96136,652.0,47.961365
1478,700.7239,653.0,47.723877
1479,701.2185,652.0,49.218506
1480,701.3174,652.0,49.317383
1481,698.69507,651.0,47.69507
1482,698.0634,651.0,47.063416
1483,700.40094,651.0,49.40094
1484,700.0767,653.0,47.07672
1485,699.68396,653.0,46.68396
1486,698.34076,653.0,45.34076
1487,699.7118,653.0,46.711792
1488,701.30774,651.0,50.30774
1489,699.7656,651.0,48.765625
1490,699.33325,653.0,46.333252
1491,700.02734,653.0,47.027344
1492,699.6208,653.0,46.62079
1493,698.976,652.0,46.976013
1494,699.23456,652.0,47.23456
1495,700.7202,651.0,49.720215
1496,701.77295,652.0,49.77295
1497,699.42175,653.0,46.421753
1498,698.47943,653.0,45.47943
1499,699.59875,653.0,46.598755
1500,698.307,652.0,46.307007
1501,699.6238,651.0,48.62378
1502,698.9628,652.0,46.96283
1503,701.13367,653.0,48.133667
1504,701.9423,652.0,49.94232
1505,700.1405,653.0,47.140503
1506,698.74176,653.0,45.74176
1507,698.098,653.0,45.098022
1508,698.4894,652.0,46.48938
1509,700.36365,651.0,49.363647
1510,700.62915,653.0,47.62915
1511,701.4308,653.0,48.430786
1512,701.7484,653.0,48.748413
1513,699.5043,653.0,46.504272
1514,698.40063,651.0,47.400635
1515,699.4315,652.0,47.43152
1516,699.52893,651.0,48.52893
1517,700.8043,653.0,47.80432
1518,700.5484,653.0,47.5484
1519,701.13135,653.0,48.131348
1520,701.4453,653.0,48.445312
1521,699.4561,653.0,46.456116
1522,698.36774,651.0,47.367737
1523,699.4079,652.0,47.407898
1524,700.2042,654.0,46.204224
1525,700.39435,653.0,47.39435
1526,699.7414,653.0,46.741394
1527,699.94604,652.0,47.946045
1528,701.26904,651.0,50.269043
1529,700.5112,651.0,49.51123
1530,699.57825,652.0,47.578247
1531,701.1614,653.0,48.161377
1532,699.5316,653.0,46.531616
1533,699.3019,653.0,46.30188
1534,698.9176,653.0,45.917603
1535,699.85846,652.0,47.85846
1536,702.12897,652.0,50.128967
1537,699.73865,652.0,47.738647
1538,699.5709,653.0,46.570923
1539,699.4934,653.0,46.49341
1540,699.6241,652.0,47.624084
1541,699.881,651.0,48.88098
1542,700.2368,652.0,48.236816
1543,700.488,652.0,48.487976
1544,702.59314,653.0,49.59314
1545,700.1118,653.0,47.111816
1546,699.27747,653.0,46.277466
1547,699.6001,653.0,46.600098
1548,700.02405,652.0,48.024048
1549,700.3384,651.0,49.33838
1550,700.7947,653.0,47.794678
1551,701.0918,653.0,48.091797
1552,702.58673,653.0,49.58673
1553,699.6183,653.0,46.618286
1554,699.5371,652.0,47.53711
1555,700.6561,653.0,47.656128
1556,701.049,652.0,49.04901
1557,701.00446,653.0,48.004456
1558,701.0362,653.0,48.036194
1559,701.0891,653.0,48.08911
1560,702.3534,653.0,49.353394
1561,701.00726,653.0,48.007263
1562,700.7754,652.0,48.77539
1563,702.2327,652.0,50.232727
1564,702.35596,654.0,48.355957
1565,701.1788,653.0,48.178772
1566,700.8333,653.0,47.833313
1567,700.6135,653.0,47.613525
1568,702.0784,652.0,50.07843
1569,701.4183,653.0,48.418274
1570,701.55945,653.0,48.55945
1571,702.50824,654.0,48.50824
1572,701.55664,653.0,48.55664
1573,700.5878,653.0,47.58783
1574,700.4912,653.0,47.49121
1575,701.1422,652.0,49.142212
1576,703.14575,652.0,51.145752
1577,702.5149,653.0,49.514893
1578,701.72955,653.0,48.729553
1579,702.17896,653.0,49.178955
1580,701.0488,653.0,48.04883
1581,700.4886,652.0,48.488586
1582,699.6725,652.0,47.672485
1583,701.49066,652.0,49.49066
1584,702.41406,653.0,49.414062
1585,702.1129,653.0,49.112915
1586,701.1439,653.0,48.14392
1587,701.88434,653.0,48.88434
1588,700.9807,652.0,48.980713
1589,701.38306,651.0,50.383057
1590,700.9247,653.0,47.924683
1591,701.7372,654.0,47.737183
1592,702.1724,653.0,49.172424
1593,701.8644,653.0,48.86438
1594,699.7472,653.0,46.747192
1595,700.28015,652.0,48.28015
1596,702.0469,652.0,50.046875
1597,702.0126,653.0,49.012573
1598,700.1029,654.0,46.102905
1599,701.1174,653.0,48.11737
1600,701.9408,653.0,48.940796
1601,702.6399,651.0,51.639893
1602,699.86633,653.0,46.866333
1603,701.7139,653.0,48.71393
1604,702.9818,653.0,49.98181
1605,702.14685,653.0,49.14685
1606,699.59296,653.0,46.592957
1607,700.2865,653.0,47.2865
1608,701.3968,652.0,49.39679
1609,701.8393,653.0,48.839294
1610,701.0541,652.0,49.054077
1611,701.12427,653.0,48.124268
1612,701.9598,653.0,48.959778
1613,701.23553,653.0,48.235535
1614,699.01624,652.0,47.016235
1615,699.9432,653.0,46.943176
1616,701.7289,653.0,48.72888
1617,702.35547,654.0,48.35547
1618,700.9143,653.0,47.914307
1619,701.5651,653.0,48.565125
1620,701.5468,653.0,48.546814
1621,700.84485,653.0,47.84485
1622,699.4664,652.0,47.46637
1623,700.7449,653.0,47.744873
1624,701.7446,654.0,47.74463
1625,701.1851,653.0,48.18512
1626,700.29346,653.0,47.293457
1627,699.87115,653.0,46.871155
1628,701.0652,652.0,49.065186
1629,701.7862,653.0,48.786194
1630,699.32184,653.0,46.32184
1631,700.11017,654.0,46.11017
1632,700.19165,653.0,47.19165
1633,701.3298,653.0,48.329773
1634,699.7566,653.0,46.75659
1635,701.2831,653.0,48.28308
1636,701.8641,653.0,48.864075
1637,701.4088,654.0,47.408813
1638,699.84656,653.0,46.846558
1639,700.0449,653.0,47.04492
1640,699.61426,653.0,46.614258
1641,700.1656,652.0,48.16559
1642,699.5071,652.0,47.50708
1643,701.22925,653.0,48.229248
1644,701.36206,653.0,48.36206
1645,700.38574,654.0,46.385742
1646,698.4879,653.0,45.487915
1647,699.41016,653.0,46.410156
1648,699.3016,653.0,46.301575
1649,701.7769,653.0,48.776917
1650,699.8786,653.0,46.8786
1651,701.5202,653.0,48.520203
1652,701.48834,653.0,48.488342
1653,699.77594,653.0,46.77594
1654,698.16565,653.0,45.16565
1655,700.44305,653.0,47.443054
1656,700.0614,653.0,47.0614
1657,700.6681,653.0,47.66809
1658,700.07166,654.0,46.071655
1659,701.5401,654.0,47.5401
1660,700.0171,653.0,47.01709
1661,699.3264,652.0,47.326416
1662,698.82166,653.0,45.821655
1663,700.8368,653.0,47.836792
1664,700.31506,653.0,47.315063
1665,701.2447,653.0,48.24469
1666,699.432,653.0,46.432007
1667,700.96246,653.0,47.962463
1668,701.1661,652.0,49.166077
1669,700.09155,653.0,47.091553
1670,699.67633,653.0,46.67633
1671,702.5702,654.0,48.57019
1672,700.80457,654.0,46.804565
1673,700.2779,653.0,47.277893
1674,699.3789,653.0,46.378906
1675,701.2431,652.0,49.243103
1676,701.634,653.0,48.633972
1677,700.9387,653.0,47.93872
1678,700.1371,653.0,47.137085
1679,701.5654,653.0,48.56543
1680,699.42035,653.0,46.42035
1681,701.402,652.0,49.401978
1682,700.0906,652.0,48.090576
1683,702.71606,654.0,48.716064
1684,703.0569,653.0,50.056885
1685,701.3091,653.0,48.309082
1686,699.9181,653.0,46.91809
1687,702.4075,653.0,49.40747
1688,701.69775,653.0,48.697754
1689,701.7173,652.0,49.717285
1690,702.5222,653.0,49.522217
1691,703.4814,653.0,50.481384
1692,702.8059,653.0,49.80591
1693,701.04694,653.0,48.046936
1694,700.9077,653.0,47.907715
1695,702.1489,653.0,49.148926
1696,701.1555,653.0,48.155518
1697,703.55225,653.0,50.552246
1698,701.9176,653.0,48.917603
1699,702.76904,653.0,49.769043
1700,702.24805,653.0,49.248047
1701,701.7302,652.0,49.730225
1702,701.0103,652.0,49.010315
