Current,dCurrent,B,dB,Voltage,CurrentSmallSig,dCurrentSmallSig,AirGap
288,0,604,0,8000,-4,0,618
299,11,611,7,8000,6,10,619
301,2,614,3,6300,2,-4,620
294,-7,611,-3,4300,2,0,619
294,0,609,-2,6300,-3,-5,618
293,-1,610,1,6800,-2,1,618
297,4,611,1,8000,1,3,617
292,-5,609,-2,6400,-4,-5,617
293,1,611,2,8000,-11,-7,617
301,8,616,5,8000,0,11,616
303,2,616,0,6200,-3,-3,617
308,5,623,7,8000,8,11,618
308,0,625,2,6000,5,-3,618
